comp_id,amort,curr_assets,curr_liab,extra_exp,extra_inc,extra_profit_loss,fixed_assets,inc_bef_tax,intang_assets,inventories,liq_assets,material_exp,personnel_exp,profit_loss_year,sales,share_eq,subscribed_cap,tang_assets,balsheet_flag,balsheet_length,balsheet_notfullyear,founded_year,ceo_count,foreign,female,birth_year,inoffice_days,nace_main,ind2,ind,urban_m,labor_avg,fechado,log_sales,company_age,gender_female,gender_male,gender_mix,origin_Domestic,origin_Foreign,origin_mix,region_m_Central,region_m_East,region_m_West
21112620.0,12800.0,28714.814453125,7837.037109375,0.0,64814.81640625,64814.81640625,132288.890625,2300.0,0.0,6414.81494140625,17092.591796875,209937.03125,92051.8515625,1659.25927734375,253618.515625,-2255.5556640625,2740.74072265625,132288.890625,0.0,365.0,0.0,1989.0,1.0,0.0,0.0,1950.0,3454.0,5610.0,56.0,3.0,3.0,0.9791666865348816,0.0,12.443586510019614,23.0,0,1,0,1,0,0,1,0,0
27839636.0,696.2963256835938,4225.92578125,33.33333206176758,3.70370364189148,0.0,-3.70370364189148,570.370361328125,-2714.814697265625,0.0,3822.22216796875,107.40740966796876,6244.4443359375,285.1851806640625,-2722.22216796875,4781.4814453125,4537.037109375,1529.629638671875,570.370361328125,0.0,365.0,0.0,1992.0,1.0,0.0,1.0,1944.0,2058.0,2711.0,27.0,2.0,2.0,0.050162384904663626,0.0,8.472505703266016,20.0,1,0,0,1,0,0,0,1,0
31925374.0,0.0,19237.037109375,22903.703125,0.0,0.0,0.0,0.0,-10251.8515625,0.0,18166.666015625,1070.370361328125,11540.7412109375,7796.29638671875,-10259.2587890625,9685.185546875,-3666.666748046875,11111.111328125,0.0,0.0,365.0,0.0,1991.0,1.0,0.0,0.0,1974.0,2078.0,5610.0,56.0,3.0,3.0,0.1515151560306549,0.0,9.178352733827431,21.0,0,1,0,1,0,0,0,0,1
37354440.0,259.2592468261719,388.8888854980469,503.7037048339844,0.0,0.0,0.0,0.0,2422.22216796875,0.0,0.0,300.0,8314.814453125,4129.62939453125,2177.77783203125,15103.7041015625,-114.81481170654295,1851.851806640625,0.0,0.0,365.0,0.0,2011.0,1.0,0.0,1.0,1986.0,1028.0,5610.0,56.0,3.0,3.0,0.125,1.0,9.622695297459966,1.0,1,0,0,1,0,0,0,0,1
47578328.0,0.0,3259.25927734375,914.8148193359376,0.0,0.0,0.0,13333.3330078125,600.0,3333.333251953125,0.0,3237.037109375,4707.4072265625,1500.0,514.8148193359375,5785.18505859375,15677.77734375,11111.111328125,0.0,0.0,365.0,0.0,2006.0,1.0,0.0,1.0,1962.0,3155.0,5610.0,56.0,3.0,2.0,0.0833333358168602,0.0,8.663055628501391,6.0,1,0,0,1,0,0,0,1,0
51112992.0,1496.2962646484375,14500.0,44051.8515625,0.0,0.0,0.0,7688.888671875,-21774.07421875,3492.592529296875,9244.4443359375,7.407407283782959,18525.92578125,7255.5556640625,-21785.185546875,6233.33349609375,-21862.962890625,1851.851806640625,4196.29638671875,0.0,365.0,0.0,2009.0,2.0,0.0,1.0,1962.0,821.5,3312.0,33.0,2.0,2.0,0.0833333358168602,0.0,8.737666540285865,3.0,1,0,0,1,0,0,0,1,0
52865484.0,0.0,22137.037109375,21825.92578125,0.0,0.0,0.0,0.0,-7540.74072265625,0.0,21822.22265625,207.40740966796875,16418.517578125,0.0,-7566.66650390625,12462.962890625,-933.3333129882812,1851.851806640625,0.0,0.0,365.0,0.0,2010.0,1.0,0.0,0.0,1971.0,1586.0,5610.0,56.0,3.0,2.0,0.14865799663906065,0.0,9.430516556258356,2.0,0,1,0,1,0,0,0,0,1
56059132.0,4437.037109375,626129.625,173588.890625,0.0,0.0,0.0,2614.814697265625,-88100.0,374.0740661621094,518581.46875,5762.962890625,591966.6875,44488.890625,-88670.3671875,605411.125,124529.6328125,11111.111328125,2240.74072265625,0.0,365.0,0.0,2003.0,1.0,1.0,0.0,1965.517505778425,2922.0,2893.0,28.0,2.0,1.0,0.1527777761220932,0.0,13.31366305168106,9.0,0,1,0,0,1,0,1,0,0
67974304.0,133.3333282470703,603.7036743164064,3240.74072265625,0.0,0.0,0.0,225.9259185791016,-7907.4072265625,0.0,0.0,196.2962951660156,7796.29638671875,4851.85205078125,-7918.5185546875,6762.962890625,-16511.111328125,1851.851806640625,225.9259185791016,0.0,365.0,0.0,2009.0,2.0,0.0,0.5,1965.0,2053.0,5610.0,56.0,3.0,2.0,0.1481481492519378,1.0,8.819216370442483,3.0,0,0,1,1,0,0,0,1,0
73474608.0,0.0,1411.111083984375,96500.0,0.0,0.0,0.0,0.0,-16270.3701171875,0.0,0.0,1407.4073486328125,185.1851806640625,21929.62890625,-16281.4814453125,6037.037109375,-89848.1484375,1851.851806640625,0.0,0.0,365.0,0.0,2009.0,2.0,0.0,0.5,1959.5,1561.0,5610.0,56.0,3.0,1.0,0.1666666716337204,0.0,8.705668625766933,3.0,0,0,1,1,0,0,1,0,0
80243936.0,0.0,32259.259765625,20907.408203125,0.0,0.0,0.0,0.0,4718.5185546875,0.0,0.0,29496.296875,45155.5546875,18200.0,4451.85205078125,68722.21875,11351.8515625,148.1481475830078,0.0,0.0,365.0,0.0,1992.0,1.0,0.0,0.0,1946.0,3378.0,2790.0,27.0,2.0,3.0,0.0833333358168602,0.0,11.137827842952994,20.0,0,1,0,1,0,0,1,0,0
82331472.0,174.07408142089844,848.1481323242188,100.0,0.0,0.0,0.0,551.8518676757812,1725.9259033203125,0.0,0.0,848.1481323242188,2392.592529296875,0.0,1725.9259033203125,4366.66650390625,1300.0,2222.22216796875,551.8518676757812,0.0,365.0,0.0,2009.0,3.0,0.0,0.0,1982.6666259765625,1890.6666259765625,5610.0,56.0,3.0,3.0,0.1668642196512236,1.0,8.381755183247755,3.0,0,1,0,1,0,0,0,0,1
83877400.0,55.55555725097656,474.0740661621094,3251.851806640625,0.0,0.0,0.0,0.0,-4629.62939453125,0.0,18.518518447875977,455.5555419921875,13333.3330078125,4818.5185546875,-4629.62939453125,13577.77734375,-2777.77783203125,1851.851806640625,0.0,0.0,365.0,0.0,2012.0,1.0,0.0,0.0,1978.0,1419.0,5610.0,56.0,3.0,3.0,0.1666666716337204,0.0,9.516189716417372,0.0,0,1,0,1,0,0,0,1,0
95804192.0,355.5555419921875,74122.21875,36940.7421875,0.0,0.0,0.0,437.03704833984375,6703.70361328125,0.0,5525.92578125,31074.07421875,233788.890625,0.0,5951.85205078125,240003.703125,27792.591796875,1851.851806640625,437.03704833984375,0.0,365.0,0.0,2008.0,1.0,1.0,0.0,1980.0,3044.0,5610.0,56.0,3.0,1.0,0.21713983236290024,0.0,12.388409631892593,4.0,0,1,0,0,1,0,1,0,0
108752280.0,0.0,100.0,3829.629638671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1566.6666259765625,274.0740661621094,-3.70370364189148,1840.74072265625,-15211.111328125,37.03703689575195,0.0,0.0,365.0,0.0,2007.0,2.0,0.0,1.0,1968.5559327210128,1762.0,5610.0,56.0,3.0,2.0,0.0833333358168602,0.0,7.517923336255818,5.0,1,0,0,1,0,0,0,1,0
116286200.0,0.0,2437.037109375,3807.407470703125,0.0,0.0,0.0,0.0,-2118.5185546875,0.0,0.0,474.0740661621094,3533.333251953125,4733.33349609375,-2118.5185546875,6177.77783203125,-1370.370361328125,1851.851806640625,0.0,0.0,365.0,0.0,2010.0,1.0,0.0,0.0,1985.0,645.0,5629.0,56.0,3.0,2.0,0.1354166716337204,0.0,8.72871391168449,2.0,0,1,0,1,0,0,1,0,0
131859272.0,0.0,33.33333206176758,23696.296875,0.0,0.0,0.0,0.0,-11655.5556640625,0.0,0.0,0.0,8737.037109375,11525.92578125,-11655.5556640625,8244.4443359375,-23662.962890625,1851.851806640625,0.0,0.0,365.0,0.0,2011.0,1.0,0.0,0.0,1970.8983759880136,614.0,5610.0,56.0,3.0,2.0,0.2037037014961242,0.0,9.017294838658033,1.0,0,1,0,1,0,0,1,0,0
147104208.0,0.0,1307.4073486328125,35885.18359375,0.0,0.0,0.0,0.0,-15325.92578125,0.0,1170.370361328125,137.0370330810547,45077.77734375,18048.1484375,-15351.8515625,48400.0,-34577.77734375,1851.851806640625,0.0,0.0,365.0,0.0,2010.0,1.0,0.0,0.0,1966.0,1291.0,5610.0,56.0,3.0,2.0,0.25,0.0,10.787255092704724,2.0,0,1,0,1,0,0,0,0,1
148082880.0,29.62962913513184,9292.5927734375,4418.5185546875,0.0,0.0,0.0,0.0,-6214.81494140625,0.0,0.0,2133.333251953125,8666.6669921875,9711.111328125,-6237.037109375,12403.7041015625,4874.07421875,3703.70361328125,0.0,0.0,180.0,1.0,2012.0,1.585926715899241,0.498887005530508,0.49560381146633103,1970.2804096325867,836.5759544232278,5510.0,55.0,3.0,2.0,0.5,0.0,9.425750424853772,0.0,1,0,0,1,0,0,0,0,1
177561600.0,0.0,70537.0390625,29977.77734375,0.0,0.0,0.0,9988.888671875,59040.7421875,0.0,0.0,166.6666717529297,92.59259033203124,11355.5556640625,53629.62890625,70488.890625,50548.1484375,1851.851806640625,9988.888671875,0.0,365.0,0.0,2011.0,1.0,0.0,1.0,1968.0,507.0,5610.0,56.0,3.0,3.0,0.27502600254959153,0.0,11.163210396596126,1.0,1,0,0,1,0,0,1,0,0
178542064.0,925.9259033203124,2833.333251953125,21222.22265625,0.0,0.0,0.0,1618.5185546875,-13933.3330078125,648.1481323242188,592.5925903320312,14.814814567565918,6092.5927734375,16655.5546875,-13951.8515625,9788.888671875,-16770.37109375,1851.851806640625,970.370361328125,0.0,365.0,0.0,2008.0,2.0,0.5,0.5,1968.161822878926,1864.0,5610.0,56.0,3.0,3.0,0.1666666716337204,1.0,9.189003212418642,4.0,0,0,1,0,0,1,0,0,1
190173216.0,614.8148193359375,13025.92578125,13040.7412109375,0.0,0.0,0.0,9525.92578125,-19614.814453125,0.0,766.6666870117188,4503.70361328125,160762.96875,7255.5556640625,-19644.4453125,149225.921875,-8737.037109375,11111.111328125,9525.92578125,0.0,365.0,0.0,2011.0,1.0,0.0,1.0,1973.0,548.0,5610.0,56.0,3.0,1.0,0.4351851940155029,1.0,11.913216690769486,1.0,1,0,0,1,0,0,1,0,0
201252592.0,233.3333282470703,7170.37060546875,5292.5927734375,0.0,0.0,0.0,0.0,-13881.4814453125,0.0,0.0,4907.4072265625,117362.9609375,14092.5927734375,-14114.814453125,116474.0703125,1877.77783203125,11111.111328125,0.0,0.0,365.0,0.0,2004.0,1.0,0.0,1.0,1970.0,2290.0,5610.0,56.0,3.0,1.0,1.0119047164916992,0.0,11.665423954790082,8.0,1,0,0,1,0,0,1,0,0
210120960.0,0.0,3274.073974609375,2900.0,0.0,0.0,0.0,0.0,-1477.77783203125,0.0,2614.814697265625,285.1851806640625,2014.8148193359373,2225.926025390625,-1477.77783203125,2759.25927734375,374.0740661621094,1851.851806640625,0.0,0.0,34.0,1.0,2012.0,1.0,0.0,0.0,1962.0,627.0,5630.0,56.0,3.0,3.0,0.38071412997773263,1.0,7.9227175449174325,0.0,0,1,0,1,0,0,0,1,0
218844304.0,7096.29638671875,648.1481323242188,37685.18359375,0.0,0.0,0.0,0.0,-36018.51953125,0.0,0.0,648.1481323242188,75340.7421875,33977.77734375,-36096.296875,102577.78125,-37037.03515625,1851.851806640625,0.0,0.0,365.0,0.0,2011.0,1.0,0.0,0.0,1973.0,684.0,5630.0,56.0,3.0,2.0,0.8333333730697632,0.0,11.538376631249406,1.0,0,1,0,1,0,0,0,1,0
225291392.0,0.0,5192.5927734375,3274.073974609375,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1314.8148193359375,10637.037109375,6477.77783203125,66.66666412353516,17374.07421875,1918.5185546875,1851.851806640625,0.0,0.0,365.0,0.0,2011.0,1.0,0.0,0.0,1973.0,1107.0,5610.0,56.0,3.0,3.0,0.3611111044883728,0.0,9.762734386639336,1.0,0,1,0,1,0,0,1,0,0
227594112.0,0.0,9307.4072265625,35329.62890625,0.0,0.0,0.0,0.0,-30903.703125,0.0,9259.2587890625,48.14814758300781,31588.888671875,40751.8515625,-30929.62890625,42792.59375,-44466.66796875,1851.851806640625,0.0,0.0,365.0,0.0,2010.0,1.0,0.0,1.0,1969.8651908652494,1086.0,5630.0,56.0,3.0,2.0,0.7291666865348816,1.0,10.664120323371883,2.0,1,0,0,1,0,0,1,0,0
229089536.0,2014.8148193359373,44929.62890625,11077.77734375,0.0,0.0,0.0,6574.07421875,2800.0,0.0,12870.3701171875,12870.3701171875,100744.453125,28070.37109375,2518.5185546875,135766.671875,37614.81640625,33333.33203125,6574.07421875,0.0,365.0,0.0,2009.0,1.0,0.0,0.0,1981.0,1446.0,3319.0,33.0,2.0,3.0,0.3125,0.0,11.81869304333078,3.0,0,1,0,1,0,0,1,0,0
232537456.0,244.44444274902344,23125.92578125,24711.111328125,0.0,0.0,0.0,425.9259338378906,1851.851806640625,0.0,4814.81494140625,570.370361328125,79574.0703125,1770.370361328125,1759.25927734375,84233.3359375,-1159.25927734375,1851.851806640625,425.9259338378906,0.0,365.0,0.0,2011.0,1.0,0.0,0.0,1968.0,626.0,5610.0,56.0,3.0,1.0,0.1666666716337204,0.0,11.341346035624282,1.0,0,1,0,1,0,0,1,0,0
247319072.0,24492.591796875,874637.0625,670777.75,7407.4072265625,0.0,-7407.4072265625,96648.1484375,74677.78125,0.0,29033.333984375,116522.21875,1582774.125,608292.5625,72240.7421875,2263940.75,303844.4375,3703.70361328125,96648.1484375,0.0,365.0,0.0,2009.0,1.0,1.0,0.0,1957.9737806233088,2217.0,5610.0,56.0,3.0,3.0,7.3125,0.0,14.632617547468058,3.0,0,1,0,0,1,0,1,0,0
252272704.0,59.25925827026367,6600.0,2244.4443359375,0.0,0.0,0.0,0.0,2766.666748046875,0.0,0.0,1000.0,948.1481323242189,4462.962890625,2488.888916015625,8418.5185546875,4340.74072265625,1851.851806640625,0.0,0.0,123.0,1.0,2012.0,1.0,1.0,0.0,1964.616669259879,1158.0,2790.0,27.0,2.0,1.0,0.2298581315521086,0.0,9.038189148132664,0.0,0,1,0,0,1,0,1,0,0
254036448.0,285.1851806640625,126159.2578125,25788.888671875,0.0,0.0,0.0,11496.2958984375,19992.591796875,0.0,3807.407470703125,47796.296875,15059.2587890625,10451.8515625,17774.07421875,42848.1484375,111866.65625,18518.517578125,11496.2958984375,0.0,365.0,0.0,2000.0,1.0,0.0,1.0,1988.0,1780.0,5630.0,56.0,3.0,3.0,0.1527777761220932,0.0,10.665417712765612,12.0,1,0,0,1,0,0,0,1,0
255395584.0,50837.03515625,325225.9375,244029.625,0.0,0.0,0.0,208851.859375,-64433.33203125,214.8148193359375,0.0,155611.109375,454422.21875,598170.375,-66633.3359375,1080648.125,-55296.296875,11111.111328125,208637.03125,0.0,365.0,0.0,2001.0,2.0,1.0,0.0,1957.0,5455.0,2790.0,27.0,2.0,1.0,6.354166507720947,0.0,13.8930715348437,11.0,0,1,0,0,1,0,1,0,0
265330768.0,940.74072265625,12803.7041015625,12862.962890625,0.0,0.0,0.0,9818.5185546875,981.4815063476561,0.0,9818.5185546875,1722.22216796875,21659.259765625,8940.7412109375,981.4815063476561,17707.408203125,-19870.37109375,1851.851806640625,9818.5185546875,0.0,365.0,0.0,2011.0,1.0,0.0,1.0,1965.0,2054.0,5610.0,56.0,3.0,3.0,0.125,1.0,9.781738373546855,1.0,1,0,0,1,0,0,0,0,1
268387888.0,0.0,29285.185546875,46907.40625,0.0,0.0,0.0,0.0,-4214.81494140625,0.0,1033.3333740234375,29.62962913513184,1088.888916015625,31555.5546875,-4274.07421875,22222.22265625,-17622.22265625,11111.111328125,0.0,0.0,365.0,0.0,2010.0,1.0,0.0,0.0,1968.0,1463.0,2931.0,29.0,1.0,3.0,0.5208333134651184,0.0,10.008848087725204,2.0,0,1,0,1,0,0,1,0,0
268660288.0,59.25925827026367,1096.2962646484375,10507.4072265625,0.0,0.0,0.0,2940.74072265625,-8140.74072265625,0.0,981.4815063476561,114.81481170654295,1444.4444580078125,12892.5927734375,-8155.5556640625,6592.5927734375,-15570.3701171875,1851.851806640625,2940.74072265625,0.0,365.0,0.0,2008.0,2.0,0.0,1.0,1968.4768554286125,1786.0,5610.0,56.0,3.0,3.0,0.25,0.0,8.793701990701424,4.0,1,0,0,1,0,0,1,0,0
273992448.0,440.7407531738281,5633.33349609375,4655.5556640625,0.0,0.0,0.0,751.8518676757811,-5733.33349609375,0.0,4292.5927734375,55.55555725097656,78611.109375,21011.111328125,-5788.888671875,92000.0,1337.0369873046875,11111.111328125,751.8518676757811,0.0,365.0,0.0,2007.0,1.0,0.0,0.0,1970.0,2147.0,5630.0,56.0,3.0,3.0,0.25,1.0,11.429543856031177,5.0,0,1,0,1,0,0,0,1,0
279406432.0,222.22222900390625,96.29629516601561,13048.1484375,0.0,0.0,0.0,403.7037048339844,-5729.62939453125,3.70370364189148,0.0,88.88888549804686,214.8148193359375,7977.77783203125,-5737.037109375,2685.185302734375,-12548.1484375,1851.851806640625,400.0,0.0,365.0,0.0,2010.0,1.0,0.0,1.0,1973.0,1695.0,5610.0,56.0,3.0,2.0,0.0833333358168602,0.0,7.895505018615376,2.0,1,0,0,1,0,0,0,1,0
284190048.0,0.0,45648.1484375,20466.666015625,0.0,0.0,0.0,0.0,4018.5185546875,0.0,0.0,23300.0,44229.62890625,9522.22265625,3596.29638671875,59359.2578125,25181.482421875,11111.111328125,0.0,0.0,365.0,0.0,2004.0,1.0,0.0,0.0,1972.0,1612.0,5610.0,56.0,3.0,2.0,0.1666666716337204,1.0,10.991363374604404,8.0,0,1,0,1,0,0,0,0,1
289883360.0,0.0,0.0,4170.37060546875,0.0,0.0,0.0,0.0,0.0,0.0,1214.8148193359375,100.0,21066.666015625,4300.0,-3874.073974609375,21533.333984375,0.0,1851.851806640625,0.0,0.0,365.0,0.0,2010.0,1.0,0.0,0.0,1968.4793075291088,1738.0,5610.0,56.0,3.0,3.0,0.1666666716337204,0.0,9.977357431336717,2.0,0,1,0,1,0,0,1,0,0
302895360.0,270.370361328125,1851.851806640625,7333.33349609375,0.0,0.0,0.0,0.0,-5729.62939453125,0.0,688.888916015625,881.4815063476561,5470.37060546875,6048.14794921875,-5744.4443359375,6274.07421875,-16370.3701171875,962.9629516601561,0.0,0.0,365.0,0.0,1991.0,1.0,0.0,1.0,1930.0,3118.0,5630.0,56.0,3.0,1.0,0.1597222238779068,1.0,8.744181218255088,21.0,1,0,0,1,0,0,1,0,0
310286688.0,300.0,1662.9630126953125,1181.4814453125,0.0,0.0,0.0,337.0370483398437,-4551.85205078125,0.0,1522.22216796875,140.74073791503906,2922.22216796875,3874.073974609375,-4551.85205078125,3537.037109375,-2700.0,1851.851806640625,337.0370483398437,0.0,136.0,1.0,2012.0,1.0,0.0,0.0,1979.0,1597.0,5630.0,56.0,3.0,2.0,0.1666666716337204,0.0,8.171044680916063,0.0,0,1,0,1,0,0,1,0,0
318640352.0,303.7037048339844,300.0,5366.66650390625,0.0,0.0,0.0,107.40740966796876,1048.148193359375,0.0,0.0,288.8888854980469,9170.3701171875,6166.66650390625,944.4444580078124,16914.814453125,-2459.25927734375,11111.111328125,107.40740966796876,0.0,365.0,0.0,2001.0,1.0,0.0,0.0,1965.0,5721.0,5610.0,56.0,3.0,1.0,0.0833333358168602,0.0,9.73594511178574,11.0,0,1,0,1,0,0,1,0,0
321618144.0,1100.0,51111.109375,26233.333984375,0.0,0.0,0.0,3751.851806640625,19937.037109375,0.0,0.0,23088.888671875,75033.3359375,30181.482421875,3322.22216796875,126007.40625,19729.62890625,37.03703689575195,3751.851806640625,0.0,365.0,0.0,1997.0,2.0,0.0,0.0,1980.0,5955.5,2630.0,26.0,2.0,3.0,0.2430555522441864,0.0,11.744095963968057,15.0,0,1,0,1,0,0,1,0,0
324867328.0,29.62962913513184,70762.9609375,89140.7421875,0.0,0.0,0.0,288.8888854980469,-2418.5185546875,0.0,0.0,25818.517578125,2670.370361328125,151.8518524169922,0.0,2522.22216796875,-18088.888671875,74.0740737915039,288.8888854980469,0.0,59.0,1.0,2007.0,1.0,0.0,0.0,1966.0,1800.0,5610.0,56.0,3.0,2.0,0.1666666716337204,0.0,7.832895604623087,5.0,0,1,0,1,0,0,0,0,1
327350048.0,12670.3701171875,333529.625,381829.625,0.0,0.0,0.0,60844.4453125,1366.6666259765625,0.0,87522.21875,3529.629638671875,582225.9375,31840.740234375,729.629638671875,622496.3125,8837.037109375,11111.111328125,60844.4453125,0.0,365.0,0.0,2007.0,1.0,1.0,0.0,1971.3501897655337,394.0,5630.0,56.0,3.0,2.0,0.3611111044883728,0.0,13.341492983608676,5.0,0,1,0,0,1,0,1,0,0
344709856.0,0.0,688.888916015625,6388.888671875,0.0,7.407407283782959,7.407407283782959,0.0,-7540.74072265625,0.0,562.9629516601562,125.9259262084961,5481.4814453125,7425.92578125,-7551.85205078125,5377.77783203125,-5700.0,1851.851806640625,0.0,0.0,146.0,1.0,2012.0,1.5577858986668147,0.49878748020075453,0.4949605239832655,1970.5657067055863,812.6842614854395,5610.0,56.0,3.0,3.0,0.2916666865348816,0.0,8.590030525456958,0.0,1,0,0,1,0,0,0,0,1
